,title,price,in_stock,image_url,href
331,Corsair LL120 SE RGB 120mm PWN Fan White CO-9050091-WW,145,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/53687/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-ll120-se-rgb-120mm-pwn-fan-white-co-9050091-ww-53687
332,Corsair LL120 RGB PWM 120mm Fan Black (3 Fan Pack) with Lighting Node Pro CO-9050072-WW,480,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/1348/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-ll120-rgb-pwm-120mm-fan-black-3-fan-pack-with-lighting-node-pro-co-9050072-ww-1348
333,Corsair LL140 RGB PWM 140mm Fan CO-9050073-WW,109,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22435/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-ll140-rgb-pwm-140mm-fan-co-9050073-ww-22435
334,Corsair Obsidian 7000D Full Tower ATX Case TG White CC-9011219-WW,939,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/269602/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-obsidian-7000d-full-tower-atx-case-tg-white-cc-9011219-ww-269602
335,Corsair SP120 iCUE RGB Elite 120mm Performance PWM Fan (3 Fan Pack) with Lightning Node CORE CO-9050109-WW,239,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/239654/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-sp120-icue-rgb-elite-120mm-performance-pwm-fan-3-fan-pack-with-lightning-node-core-co-9050109-ww-239654
336,Corsair SP120 iCUE RGB Elite Peformance 120mm PWM Fan CO-9050108-WW,68,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/239120/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-sp120-icue-rgb-elite-peformance-120mm-pwm-fan-co-9050108-ww-239120
337,Corsair SP140 iCUE RGB Elite 140mm Performance PWM Fan CO-9050110-WW,59,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/239707/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-sp140-icue-rgb-elite-140mm-performance-pwm-fan-co-9050110-ww-239707
338,Corsair TM30 Performance Thermal Paste Compound CT-9010001-WW,24,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/19534/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-tm30-performance-thermal-paste-compound-ct-9010001-ww-19534
339,Corsair Vengeance DDR5 4800MHz 32GB (2x16) Desktop Memory CMK32GX5M2A4800C40,1299,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/318949/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-ddr5-4800mhz-32gb-2x16-desktop-memory-cmk32gx5m2a4800c40-318949
340,Corsair Vengeance LPX DDR4 3000MHz 16GB (1x16) Desktop Memory Black CMK16GX4M1D3000C16,219,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/19507/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-lpx-ddr4-3000mhz-16gb-1x16-desktop-memory-black-cmk16gx4m1d3000c16-19507
341,Corsair Vengeance LPX DDR4 3200MHz 32GB (2x16) Desktop Memory CMK32GX4M2E3200C16,549,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/220071/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-lpx-ddr4-3200mhz-32gb-2x16-desktop-memory-cmk32gx4m2e3200c16-220071
342,Corsair Vengeance LPX DDR4 3200MHz 32GB (2x16) Desktop Memory White CMK32GX4M2E3200C16W,723.49,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/254810/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-lpx-ddr4-3200mhz-32gb-2x16-desktop-memory-white-cmk32gx4m2e3200c16w-254810
343,Corsair Vengeance LPX DDR4 3600MHz 16GB (2x8) Desktop Memory CMK16GX4M2D3600C18,289,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22787/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-lpx-ddr4-3600mhz-16gb-2x8-desktop-memory-cmk16gx4m2d3600c18-22787
344,Corsair Vengeance RGB Pro DDR4 3200MHz 16GB (2x8) Desktop Memory CMW16GX4M2E3200C16,299,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/19515/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-pro-ddr4-3200mhz-16gb-2x8-desktop-memory-cmw16gx4m2e3200c16-19515
345,Corsair Vengeance RGB Pro DDR4 3200MHz 32GB (2x16) Desktop Memory CMW32GX4M2E3200C16,699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/19547/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-pro-ddr4-3200mhz-32gb-2x16-desktop-memory-cmw32gx4m2e3200c16-19547
346,Corsair Vengeance RGB Pro DDR4 3600MHz 16GB (2x8) Desktop Memory CMW16GX4M2D3600C18,492.24,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22651/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-pro-ddr4-3600mhz-16gb-2x8-desktop-memory-cmw16gx4m2d3600c18-22651
347,Corsair Vengeance RGB Pro SL DDR4 3600MHz 16GB (2x8) Desktop Memory CMH16GX4M2Z3600C18,399,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/222950/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-pro-sl-ddr4-3600mhz-16gb-2x8-desktop-memory-cmh16gx4m2z3600c18-222950
348,Corsair Vengeance RGB Pro SL DDR4 3600MHz 32GB (2x16) Desktop Memory CMH32GX4M2D3600C18,699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/223160/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-pro-sl-ddr4-3600mhz-32gb-2x16-desktop-memory-cmh32gx4m2d3600c18-223160
349,Corsair Vengeance RGB Pro SL DDR4 3600MHz 32GB (2x16) Desktop Memory White CMH32GX4M2D3600C18W,1039,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/223161/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-pro-sl-ddr4-3600mhz-32gb-2x16-desktop-memory-white-cmh32gx4m2d3600c18w-223161
350,Corsair Vengeance RGB RS DDR4 3600MHz 16GB (2x8) Desktop Memory CMG16GX4M2D3600C18,329,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/271926/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-rs-ddr4-3600mhz-16gb-2x8-desktop-memory-cmg16gx4m2d3600c18-271926
351,Corsair Vengeance RGB RS DDR4 3600MHz 32GB (2x16) Desktop Memory CMG32GX4M2D3600C18,699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/271927/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-rs-ddr4-3600mhz-32gb-2x16-desktop-memory-cmg32gx4m2d3600c18-271927
352,Corsair Vengeance RGB RT DDR4 3200MHz 16GB (2x 8GB)  Desktop Memory AMD White CMN16GX4M2Z3200C16W,349,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/272382/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-rt-ddr4-3200mhz-16gb-2x-8gb-desktop-memory-amd-white-cmn16gx4m2z3200c16w-272382
353,Corsair Vengeance RGB RT DDR4 3200MHz 16GB (2x 8GB) Desktop Memory AMD Black CMN16GX4M2Z3200C16,369,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/272878/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-vengeance-rgb-rt-ddr4-3200mhz-16gb-2x-8gb-desktop-memory-amd-black-cmn16gx4m2z3200c16-272878
354,Corsair XTM50 High Performance Thermal Paste Kit Compound,38.50,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22710/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-xtm50-high-performance-thermal-paste-kit-compound-22710
355,Corsair iCUE 4000X RGB Mid Tower ATX Case TG White CC-9011205-WW,479,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/56697/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-4000x-rgb-mid-tower-atx-case-tg-white-cc-9011205-ww-56697
356,Corsair iCUE 5000X RGB Mid Tower ATX Case TG White CC-9011213-WW,699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/220169/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-5000x-rgb-mid-tower-atx-case-tg-white-cc-9011213-ww-220169
357,Corsair iCUE 7000X RGB Full Tower ATX Case TG CC-9011226-WW,1199,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/269608/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-7000x-rgb-full-tower-atx-case-tg-cc-9011226-ww-269608
358,Corsair iCUE 7000X RGB Full Tower ATX Case TG White CC-9011227-WW,1299,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/269605/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-7000x-rgb-full-tower-atx-case-tg-white-cc-9011227-ww-269605
359,Corsair iCUE H100i ELITE LCD Display 240mm RGB Liquid CPU Cooler Black CW-9060061-WW,1089,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/314348/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-h100i-elite-lcd-display-240mm-rgb-liquid-cpu-cooler-black-cw-9060061-ww-314348
360,Corsair iCUE H100i RGB PRO XT 240mm Liquid CPU Cooler CW-9060043-WW,549,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22478/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-h100i-rgb-pro-xt-240mm-liquid-cpu-cooler-cw-9060043-ww-22478
361,Corsair iCUE H150i ELITE CAPELLIX 360mm Liquid CPU Cooler CW-9060048-WW,779,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/220172/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-h150i-elite-capellix-360mm-liquid-cpu-cooler-cw-9060048-ww-220172
362,Corsair iCUE H150i RGB PRO XT 360mm Liquid CPU Cooler CW-9060045-WW,599,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/19750/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-h150i-rgb-pro-xt-360mm-liquid-cpu-cooler-cw-9060045-ww-19750
363,Corsair iCUE QL120 RGB 120mm PWM Fan CO-9050097-WW,99,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22428/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-ql120-rgb-120mm-pwm-fan-co-9050097-ww-22428
364,Corsair iCUE QL120 RGB PWM 120mm Fan White 3 Fan Pack with Lighting Node CORE,497,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23448/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-ql120-rgb-pwm-120mm-fan-white-3-fan-pack-with-lighting-node-core-23448
365,Corsair iCUE QL120 RGB PWM White 120mm Fan CO-9050103-WW,142,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22477/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-ql120-rgb-pwm-white-120mm-fan-co-9050103-ww-22477
366,Corsair iCUE QL140 RGB PWM 140mm Fan CO-9050099-WW,179,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22430/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-ql140-rgb-pwm-140mm-fan-co-9050099-ww-22430
367,Corsair iCUE SP120 RGB PRO 120mm Fan (3 Fan Pack) with Lighting Node CORE CO-9050094-WW,239,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22425/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-sp120-rgb-pro-120mm-fan-3-fan-pack-with-lighting-node-core-co-9050094-ww-22425
368,Corsair iCUE SP140 RGB PRO 140mm Fan (2 Fan Pack) with Lighting Node CORE CO-9050096-WW,249,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22427/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-sp140-rgb-pro-140mm-fan-2-fan-pack-with-lighting-node-core-co-9050096-ww-22427
369,Corsair iCUE SP140 RGB PRO 140mm Fan (2 Fan Pack) with Lighting Node CORE CO-9050111-WW,205,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/241528/image_256?ts=1695631252,https://www.pcbyte.com.my/p/corsair-icue-sp140-rgb-pro-140mm-fan-2-fan-pack-with-lighting-node-core-co-9050111-ww-241528
370,Cougar Helor 240 RGB AIO Liquid CPU Cooler RL-HLR240-V1,299,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/67497/image_256?ts=1695631252,https://www.pcbyte.com.my/p/cougar-helor-240-rgb-aio-liquid-cpu-cooler-rl-hlr240-v1-67497
371,Cougar MX410 Mesh-G RGB ARGB Mid Tower case MX410 MESH-G RGB,189,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/67525/image_256?ts=1695631252,https://www.pcbyte.com.my/p/cougar-mx410-mesh-g-rgb-argb-mid-tower-case-mx410-mesh-g-rgb-67525
372,Crucial DDR4 2666MHz 16GB (1x16) Desktop Memory RAM CT16G4DFS8266,209,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/151029/image_256?ts=1695631252,https://www.pcbyte.com.my/p/crucial-ddr4-2666mhz-16gb-1x16-desktop-memory-ram-ct16g4dfs8266-151029
373,DeepCool XFAN120 120mm 1300RPM Fan DP-FDC-XF120,16.90,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22848/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-xfan120-120mm-1300rpm-fan-dp-fdc-xf120-22848
374,Deepcool AS500 PLUS Single Tower CPU Cooler - White R-AS500-WHNLMP-G,239,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/257381/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-as500-plus-single-tower-cpu-cooler-white-r-as500-whnlmp-g-257381
375,Deepcool AS500 PLUS Single Tower CPU Cooler R-AS500-BKNLMP-G,235,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/225797/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-as500-plus-single-tower-cpu-cooler-r-as500-bknlmp-g-225797
376,Deepcool CF120 ARGB 3 IN 1 Case Fan DP-FA-RGB-CF120-3,145,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23281/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-cf120-argb-3-in-1-case-fan-dp-fa-rgb-cf120-3-23281
377,Deepcool CF120 PLUS ARGB 120mm Fan (3 Fan Pack) DP-F12-AR-CF120P-3P,155,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24149/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-cf120-plus-argb-120mm-fan-3-fan-pack-dp-f12-ar-cf120p-3p-24149
378,Deepcool CG560 Mesh Front Mid Tower E-ATX Case TG Black R-CG560-BKAAE4-G-1,279,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/275518/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-cg560-mesh-front-mid-tower-e-atx-case-tg-black-r-cg560-bkaae4-g-1-275518
379,Deepcool CK500 Mid Tower E-ATX Case TG Black R-CK500-BKNNE2-G-1,284,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/320476/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-ck500-mid-tower-e-atx-case-tg-black-r-ck500-bknne2-g-1-320476
380,Deepcool CK500 Mid Tower E-ATX Case TG White R-CK500-WHNNE2-G-1,284,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/320480/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-ck500-mid-tower-e-atx-case-tg-white-r-ck500-whnne2-g-1-320480
381,Deepcool Castle 240EX ARGB AIO Liquid Cooler - White DP-GS-H12W-CSL240EX-AR-WH,355,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/252559/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-castle-240ex-argb-aio-liquid-cooler-white-dp-gs-h12w-csl240ex-ar-wh-252559
382,Deepcool Castle 360EX ARGB AIO Liquid Cooler - White DP-GS-H12W-CSL360EX-AR-WH,464,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/252561/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-castle-360ex-argb-aio-liquid-cooler-white-dp-gs-h12w-csl360ex-ar-wh-252561
383,Deepcool Castle 360EX RGB AIO CPU Liquid Cooler - White DP-GS-H12W-CSL360EXWH,435,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/55052/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-castle-360ex-rgb-aio-cpu-liquid-cooler-white-dp-gs-h12w-csl360exwh-55052
384,Deepcool DQ650-M-V2L 650W 80+ Gold Fully Modular ATX Power Supply PSD-DQ650-MV2L,362,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24127/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-dq650-m-v2l-650w-80-gold-fully-modular-atx-power-supply-psd-dq650-mv2l-24127
385,Deepcool DQ750-M-V2L 750W 80+ Gold Fully Modular ATX Power Supply PSD-DQ750-MV2L,558.31,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24128/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-dq750-m-v2l-750w-80-gold-fully-modular-atx-power-supply-psd-dq750-mv2l-24128
386,Deepcool DQ750ST 750W 80+ Gold ATX Power Supply PSD-DQ750ST,329,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24126/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-dq750st-750w-80-gold-atx-power-supply-psd-dq750st-24126
387,Deepcool GAMMAXX L360 ARGB AIO Watercooling DP-H12CF-GL360-ARGB,345,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/226611/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gammaxx-l360-argb-aio-watercooling-dp-h12cf-gl360-argb-226611
388,Deepcool Gamer Storm CASTLE 360EX CPU Liquid Cooler DP-GS-H12-CSL360EX,429,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/14626/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gamer-storm-castle-360ex-cpu-liquid-cooler-dp-gs-h12-csl360ex-14626
389,Deepcool Gammaxx 400 V2 CPU Cooler 120mm Blue LED DP-MCH4-GMX400V2-BL,73,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24274/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gammaxx-400-v2-cpu-cooler-120mm-blue-led-dp-mch4-gmx400v2-bl-24274
390,Deepcool Gammaxx 400 XT White CPU Cooler 120mm Rainbow LED Fan DP-MCH4-GMX400-XT-WH,80,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/228933/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gammaxx-400-xt-white-cpu-cooler-120mm-rainbow-led-fan-dp-mch4-gmx400-xt-wh-228933
391,Deepcool Gammaxx GT A-RGB CPU Cooler DP-MCH4-GMX-GT-ARGB,107,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23285/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gammaxx-gt-a-rgb-cpu-cooler-dp-mch4-gmx-gt-argb-23285
392,Deepcool Gammaxx GT V2 RGB 120mm CPU Cooler DP-MCH4-GMX-GTV2,99,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23284/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gammaxx-gt-v2-rgb-120mm-cpu-cooler-dp-mch4-gmx-gtv2-23284
393,Deepcool Gammaxx GTE V2 RGB CPU Air Cooler DP-MCH4-GMX-GTEV2,97,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/54332/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-gammaxx-gte-v2-rgb-cpu-air-cooler-dp-mch4-gmx-gtev2-54332
394,Deepcool MACUBE 310P Mid Tower ATX Case TG Black GS-ATX-MACUBE310P-BKG0P,217,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24677/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-macube-310p-mid-tower-atx-case-tg-black-gs-atx-macube310p-bkg0p-24677
395,Deepcool MACUBE 310P Mid Tower ATX Case TG White GS-ATX-MACUBE310P-WHG0P,217,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/24676/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-macube-310p-mid-tower-atx-case-tg-white-gs-atx-macube310p-whg0p-24676
396,Deepcool MF120 GT ARGB 120mm Fan (3 Fan Pack) with Controller DP-GS-F12-AR-MF120GT-3P,159,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23280/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-mf120-gt-argb-120mm-fan-3-fan-pack-with-controller-dp-gs-f12-ar-mf120gt-3p-23280
397,Deepcool Matrexx 50 Mesh 4FS Mid Tower EATX Case TG DP-ATX-MATREXX50-MESH-4FS,187,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/266529/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-matrexx-50-mesh-4fs-mid-tower-eatx-case-tg-dp-atx-matrexx50-mesh-4fs-266529
398,Deepcool Matrexx 55 Mesh ADD-RGB 4F Mid Tower eATX Case TG DP-ATX-MATREXX55-MESH-AR-4F,233,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22942/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-matrexx-55-mesh-add-rgb-4f-mid-tower-eatx-case-tg-dp-atx-matrexx55-mesh-ar-4f-22942
399,Deepcool UD551 ARGB CPU Cooler 136mm Fan AMD ONLY,52,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/274043/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-ud551-argb-cpu-cooler-136mm-fan-amd-only-274043
400,Deepcool UL551 ARGB CPU Cooler 136mm LED Fan Intel ONLY R-UL551-BKAMAB-G-1,67,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/274045/image_256?ts=1695631272,https://www.pcbyte.com.my/p/deepcool-ul551-argb-cpu-cooler-136mm-led-fan-intel-only-r-ul551-bkamab-g-1-274045
401,EVGA 600 GD 600W 80+ Gold Power Supply 100-GD-0600-V4,309,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/25511/image_256?ts=1695631272,https://www.pcbyte.com.my/p/evga-600-gd-600w-80-gold-power-supply-100-gd-0600-v4-25511
402,"EVGA CLC 240 Liquid / Water CPU Cooler, RGB LED Cooling 400-HY-CL24-V1",369,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/242449/image_256?ts=1695631272,https://www.pcbyte.com.my/p/evga-clc-240-liquid-water-cpu-cooler-rgb-led-cooling-400-hy-cl24-v1-242449
403,EVGA CLC 280 Liquid CPU Cooler,328,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/78471/image_256?ts=1695631272,https://www.pcbyte.com.my/p/evga-clc-280-liquid-cpu-cooler-78471
404,EVGA SuperNOVA GA 650W 80+ Gold Fully Modular Power Supply 220-GA-0650-X4,339,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/26183/image_256?ts=1695631272,https://www.pcbyte.com.my/p/evga-supernova-ga-650w-80-gold-fully-modular-power-supply-220-ga-0650-x4-26183
405,EVGA SuperNOVA GA 750W 80+ Gold Fully Modular Power Supply 220-GA-0750-X4,409,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/25474/image_256?ts=1695631272,https://www.pcbyte.com.my/p/evga-supernova-ga-750w-80-gold-fully-modular-power-supply-220-ga-0750-x4-25474
406,Fractal Design Define 7 ATX Case White TG FD-C-DEF7A-06,699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/19687/image_256?ts=1695631272,https://www.pcbyte.com.my/p/fractal-design-define-7-atx-case-white-tg-fd-c-def7a-06-19687
407,Fractal Design Define 7 Compact Mid Tower ATX Case TG Dark Tint FD-C-DEF7C-02,485,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/21100/image_256?ts=1695631272,https://www.pcbyte.com.my/p/fractal-design-define-7-compact-mid-tower-atx-case-tg-dark-tint-fd-c-def7c-02-21100
408,Fractal Design Define 7 Compact Mid Tower ATX Case TG Light Tint FD-C-DEF7C-03,485,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/21101/image_256?ts=1695631272,https://www.pcbyte.com.my/p/fractal-design-define-7-compact-mid-tower-atx-case-tg-light-tint-fd-c-def7c-03-21101
409,Fractal Design Era Mini ITX Case Carbon TG FD-CA-ERA-ITX-BK,634,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/21095/image_256?ts=1695631272,https://www.pcbyte.com.my/p/fractal-design-era-mini-itx-case-carbon-tg-fd-ca-era-itx-bk-21095
410,Fractal Design Ion+ 660W 80+ Platinum Fully Modular Power Supply FD-PSU-IONP-660P-BK,529,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/59775/image_256?ts=1695631272,https://www.pcbyte.com.my/p/fractal-design-ion-660w-80-platinum-fully-modular-power-supply-fd-psu-ionp-660p-bk-59775
