,title,price,in_stock,image_url,href
166,FSP Hydro PTM Pro 750W 80 Plus Platinum Full Modular Power Supply FSP-HPT2-750M,569,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/152813/image_256?ts=1673237349,https://www.pcbyte.com.my/p/fsp-hydro-ptm-pro-750w-80-plus-platinum-full-modular-power-supply-fsp-hpt2-750m-152813
167,FSP Hydro PTM Pro 850w 80 Plus Platinum Full Modular Power Supply,719,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/254492/image_256?ts=1673237349,https://www.pcbyte.com.my/p/fsp-hydro-ptm-pro-850w-80-plus-platinum-full-modular-power-supply-254492
168,"Fractal Design Ion Gold 650W, ATX Power Supply FD-P-IA2G-650-UK",425,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/242444/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-ion-gold-650w-atx-power-supply-fd-p-ia2g-650-uk-242444
169,Fractal Design Ion SFX-L 500W 80+ Gold Fully Modular Power Supply FD-PSU-ION-SFX-500G-BK-UK,425,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/230731/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-ion-sfx-l-500w-80-gold-fully-modular-power-supply-fd-psu-ion-sfx-500g-bk-uk-230731
170,Fractal Design Meshify 2 Lite TG Clear ATX Casing White,549,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/407103/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-meshify-2-lite-tg-clear-atx-casing-white-407103
171,Fractal Design Meshify 2 Lite TG Light Tint ATX Casing Black,549,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/407102/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-meshify-2-lite-tg-light-tint-atx-casing-black-407102
172,Fractal Design Pop Air TG RGB ATX Casing - White,408,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/417338/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-pop-air-tg-rgb-atx-casing-white-417338
173,Fractal Design Pop Mini Air TG RGB MATX Case - Black FD-C-POR1M-06,418,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/417332/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-pop-mini-air-tg-rgb-matx-case-black-fd-c-por1m-06-417332
174,Fractal Design Pop Silent TG ATX Casing - White,349,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/417343/image_256?ts=1673237420,https://www.pcbyte.com.my/p/fractal-design-pop-silent-tg-atx-casing-white-417343
175,G.Skill Ripjaws V DDR4 3200MHZ 8GB Desktop Memory RAM F4-3200C16S-8GVKB,159,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/272680/image_256?ts=1691371102,https://www.pcbyte.com.my/p/g-skill-ripjaws-v-ddr4-3200mhz-8gb-desktop-memory-ram-f4-3200c16s-8gvkb-272680
176,G.Skill Trident Z Royal RGB DDR4 3600Mhz 32GB GOLD KIT (2x16) Desktop Memory RAM,849,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/301760/image_256?ts=1691371102,https://www.pcbyte.com.my/p/g-skill-trident-z-royal-rgb-ddr4-3600mhz-32gb-gold-kit-2x16-desktop-memory-ram-301760
177,G.Skill Trident Z Royal RGB DDR4 3600Mhz 32GB SILVER KIT (2x16) Desktop Memory RAM F4-3600C18D-32GTRS,849,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/263370/image_256?ts=1691371102,https://www.pcbyte.com.my/p/g-skill-trident-z-royal-rgb-ddr4-3600mhz-32gb-silver-kit-2x16-desktop-memory-ram-f4-3600c18d-32gtrs-263370
178,G.Skill Trident Z5 RGB DDR5 32GB (2x16) 6000Mhz CL40-40-40-76 Desktop Memory - Black  F5-6000U4040E16GX2-TZ5RK,1899,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/325819/image_256?ts=1691371102,https://www.pcbyte.com.my/p/g-skill-trident-z5-rgb-ddr5-32gb-2x16-6000mhz-cl40-40-40-76-desktop-memory-black-f5-6000u4040e16gx2-tz5rk-325819
179,G.Skill Z5i Curved Tempered Glass ITX Casing - Black GC-MKGW1-Z5I,849,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/322880/image_256?ts=1673237492,https://www.pcbyte.com.my/p/g-skill-z5i-curved-tempered-glass-itx-casing-black-gc-mkgw1-z5i-322880
180,Gigabyte GeForce GTX 2060 6GB GDDR6 Video Card GV-N2060D6-6GD,1199,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/256392/image_256?ts=1673240760,https://www.pcbyte.com.my/p/gigabyte-geforce-gtx-2060-6gb-gddr6-video-card-gv-n2060d6-6gd-256392
181,Gigabyte NVIDIA GeForce RTX 2060 D6 6G Video Card GV-N2060D6-6GD 2.0,1169,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/240055/image_256?ts=1678689104,https://www.pcbyte.com.my/p/gigabyte-nvidia-geforce-rtx-2060-d6-6g-video-card-gv-n2060d6-6gd-2-0-240055
182,Gigabyte NVIDIA GeForce RTX 2060 SUPER Windforce 8GB Video Card GV-N206SWF2-8GD,1299,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/315451/image_256?ts=1678689153,https://www.pcbyte.com.my/p/gigabyte-nvidia-geforce-rtx-2060-super-windforce-8gb-video-card-gv-n206swf2-8gd-315451
183,ID-COOLING IS-60 EVO ARGB AIR COOLER,136,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/224174/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-is-60-evo-argb-air-cooler-224174
184,ID-COOLING PINKFLOW 240 AIO Liquid CPU Cooler IDC-PINKFLOW-240,322,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23983/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-pinkflow-240-aio-liquid-cpu-cooler-idc-pinkflow-240-23983
185,ID-COOLING SE-207 XT Twin Tower Heatsink Fan ID-CPU-SE-207-XT-BLACK,176,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/152818/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-se-207-xt-twin-tower-heatsink-fan-id-cpu-se-207-xt-black-152818
186,ID-COOLING ZOOMFLOW 240X Snow Edition ARGB CPU Cooler ID-CPU-ZOOMFLOW240X SNOW,259,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23975/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-zoomflow-240x-snow-edition-argb-cpu-cooler-id-cpu-zoomflow240x-snow-23975
187,ID-COOLING ZoomFlow 360X Addressable RGB AIO CPU Liquid Cooler IDC-ZOOMFLOW-360X-ARGB,320,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22943/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-zoomflow-360x-addressable-rgb-aio-cpu-liquid-cooler-idc-zoomflow-360x-argb-22943
188,ID-Cooling Auraflow X 360 CPU Liquid Cooler,288,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23030/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-auraflow-x-360-cpu-liquid-cooler-23030
189,ID-Cooling Auraflow X 360 CPU Liquid Cooler Snow Edition IDC-AURAFLOW-X-360-SNOW,312,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23984/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-auraflow-x-360-cpu-liquid-cooler-snow-edition-idc-auraflow-x-360-snow-23984
190,ID-Cooling Frostflow 240 XT Snow Liquid CPU Cooler,207,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/354997/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-frostflow-240-xt-snow-liquid-cpu-cooler-354997
191,ID-Cooling NO-12015-XT ARGB Cooling Fan (1pcs) NO-12015-XT-ARGB,32,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/240050/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-no-12015-xt-argb-cooling-fan-1pcs-no-12015-xt-argb-240050
192,ID-Cooling Pinkflow 240 Diamond Purple Liquid Cooler IDC-PINKFLOW-240-DIAMOND-PUR,325,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/308095/image_256?ts=1689930127,https://www.pcbyte.com.my/p/id-cooling-pinkflow-240-diamond-purple-liquid-cooler-idc-pinkflow-240-diamond-pur-308095
193,ID-Cooling SE-225 XT CPU Cooler - Black IDC-SE-225-XT-BLACK,133,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/152819/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-se-225-xt-cpu-cooler-black-idc-se-225-xt-black-152819
194,ID-Cooling TF-12025 ARGB Case Fan ID-FAN-TF-12025-ARGB,29,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/229931/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-tf-12025-argb-case-fan-id-fan-tf-12025-argb-229931
195,ID-Cooling TF-12025 BLACK Case Fan ID-FAN-TF-12025-BLACK,19,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/229932/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-tf-12025-black-case-fan-id-fan-tf-12025-black-229932
196,ID-Cooling WF-14025 XT 140mm Cooling Fan - Black,24,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/257114/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-wf-14025-xt-140mm-cooling-fan-black-257114
197,ID-Cooling XF-12025 ARGB Case Fan Trio Set 3 FAN IDC-XF-12025-ARGB-TRIO,115,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23979/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-xf-12025-argb-case-fan-trio-set-3-fan-idc-xf-12025-argb-trio-23979
198,ID-Cooling ZF-12025 White LED Case Fan- Baby Blue IDC-FAN-ZF-12025-BB,25,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23038/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-zf-12025-white-led-case-fan-baby-blue-idc-fan-zf-12025-bb-23038
199,ID-Cooling ZF-12025 White LED Case Fan- Piglet Pink ID-FAN-ZF-12025-PIGLETPINK,25,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23976/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-zf-12025-white-led-case-fan-piglet-pink-id-fan-zf-12025-pigletpink-23976
200,ID-Cooling ZoomFlow 240 XT ARGB AIO Cooler IDC-CPU-ZOOMFLOW-240-XT,269,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/223836/image_256?ts=1683543785,https://www.pcbyte.com.my/p/id-cooling-zoomflow-240-xt-argb-aio-cooler-idc-cpu-zoomflow-240-xt-223836
201,ID-Cooling ZoomFlow 240 XT Snow AIO Cooler,279,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/223835/image_256?ts=1673245073,https://www.pcbyte.com.my/p/id-cooling-zoomflow-240-xt-snow-aio-cooler-223835
202,INNO3D GeForce GTX 1660 Twin X2 6GB GDDR5 Non OC Graphics Card N16602-06D5-1521VA15L,939,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/298454/image_256?ts=1673245173,https://www.pcbyte.com.my/p/inno3d-geforce-gtx-1660-twin-x2-6gb-gddr5-non-oc-graphics-card-n16602-06d5-1521va15l-298454
203,Intel Core i9 13900F 24 Cores/32 Threads 4.2GHz/5.6GHz LGA1700 CPU Processor,2709,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/464500/image_256?ts=1686809391,https://www.pcbyte.com.my/p/intel-core-i9-13900f-24-cores-32-threads-4-2ghz-5-6ghz-lga1700-cpu-processor-464500
204,"Intel® Core™ i5-10400 Processor (12M Cache, up to 4.30 GHz) FC-LGA14C, Tray",685,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/256744/image_256?ts=1691988747,https://www.pcbyte.com.my/p/intel-coretm-i5-10400-processor-12m-cache-up-to-4-30-ghz-fc-lga14c-tray-256744
205,Intel® Pentium® Gold G7400 6M Cache 3.70 GHz Processor,348,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/335178/image_256?ts=1673246401,https://www.pcbyte.com.my/p/intel-pentium-gold-g7400-6m-cache-3-70-ghz-processor-335178
206,Invasion i650 650W RGB 80+ Bronze Eco Series Power Supply,185,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/376609/image_256?ts=1673246401,https://www.pcbyte.com.my/p/invasion-i650-650w-rgb-80-bronze-eco-series-power-supply-376609
207,KLEVV CRAS X 16GB ( 2X8GB ) DDR4 3600MHZ GAMING KD48GU880-36A180X MEMORY RAM,455,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22800/image_256?ts=1691371102,https://www.pcbyte.com.my/p/klevv-cras-x-16gb-2x8gb-ddr4-3600mhz-gaming-kd48gu880-36a180x-memory-ram-22800
208,LEADTEK WinFast RTX 3070 Ti HURRICANE 8GB GDDR6X Graphic Card,2949,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/440195/image_256?ts=1673246630,https://www.pcbyte.com.my/p/leadtek-winfast-rtx-3070-ti-hurricane-8gb-gddr6x-graphic-card-440195
209,Leadtek GeForce RTX 3070 HURRICANE Graphics Card,2499,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/241567/image_256?ts=1678671830,https://www.pcbyte.com.my/p/leadtek-geforce-rtx-3070-hurricane-graphics-card-241567
210,Lian Li Lancool II Mesh C RGB ATX Casing - Black LANCOOL-II-MESH-C-BK,429,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/317046/image_256?ts=1673312213,https://www.pcbyte.com.my/p/lian-li-lancool-ii-mesh-c-rgb-atx-casing-black-lancool-ii-mesh-c-bk-317046
211,MSI B550M A PRO MOTHERBOARD,359,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/185484/image_256?ts=1673320231,https://www.pcbyte.com.my/p/msi-b550m-a-pro-motherboard-185484
212,MSI B660M Bomber DDR4 LGA1700 mATX Motherboard,469,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/437819/image_256?ts=1673320231,https://www.pcbyte.com.my/p/msi-b660m-bomber-ddr4-lga1700-matx-motherboard-437819
213,MSI H610M Bombber DDR4 Intel LGA1700 Micro ATX Motherboard,409,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/436828/image_256?ts=1673320231,https://www.pcbyte.com.my/p/msi-h610m-bombber-ddr4-intel-lga1700-micro-atx-motherboard-436828
214,Manli GeForce RTX 3050 8GB GDDR6 Graphics Card,1219,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/437818/image_256?ts=1673320488,https://www.pcbyte.com.my/p/manli-geforce-rtx-3050-8gb-gddr6-graphics-card-437818
215,Manli GeForce RTX 3060 Ti 8GB GDDR6 V2 Graphics Card,1699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/265552/image_256?ts=1690856829,https://www.pcbyte.com.my/p/manli-geforce-rtx-3060-ti-8gb-gddr6-v2-graphics-card-265552
216,Montech X3 Mesh ATX Casing with 6 RGB Fan - White,159,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/377381/image_256?ts=1673320655,https://www.pcbyte.com.my/p/montech-x3-mesh-atx-casing-with-6-rgb-fan-white-377381
217,NZXT Aer White RGB 2 140mm Fan HF-28140-BW,229,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/310993/image_256?ts=1673322428,https://www.pcbyte.com.my/p/nzxt-aer-white-rgb-2-140mm-fan-hf-28140-bw-310993
218,NZXT H5 Flow ATX Case - Black,359,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/459464/image_256?ts=1683713177,https://www.pcbyte.com.my/p/nzxt-h5-flow-atx-case-black-459464
219,NZXT H7 Mid-Tower ATX Case - White,519,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/432292/image_256?ts=1673322428,https://www.pcbyte.com.my/p/nzxt-h7-mid-tower-atx-case-white-432292
220,NZXT Kraken X73 RGB 360mm CPU Liquid Cooler - White RL-KRX73-RW,799,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/297582/image_256?ts=1673322428,https://www.pcbyte.com.my/p/nzxt-kraken-x73-rgb-360mm-cpu-liquid-cooler-white-rl-krx73-rw-297582
221,NZXT Kraken Z53 RGB 240mm CPU Liquid Cooler RL-KRZ53-R1,999,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/297583/image_256?ts=1673322428,https://www.pcbyte.com.my/p/nzxt-kraken-z53-rgb-240mm-cpu-liquid-cooler-rl-krz53-r1-297583
222,NZXT Kraken Z63 RGB 280mm CPU Liquid Cooler - White,1088,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/297587/image_256?ts=1673322428,https://www.pcbyte.com.my/p/nzxt-kraken-z63-rgb-280mm-cpu-liquid-cooler-white-297587
223,NZXT NP-1PM-E500A E Series PSU 500W Power Supply Black- NP-1PM-E500A,455,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/23055/image_256?ts=1673322428,https://www.pcbyte.com.my/p/nzxt-np-1pm-e500a-e-series-psu-500w-power-supply-black-np-1pm-e500a-23055
224,Netac Shadow RGB DDR4 8GB (8GBx1) 3200Mhz Desktop Memory RAM - Space Gray NTSRD4P32SP-08E,149,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/362945/image_256?ts=1691371102,https://www.pcbyte.com.my/p/netac-shadow-rgb-ddr4-8gb-8gbx1-3200mhz-desktop-memory-ram-space-gray-ntsrd4p32sp-08e-362945
225,PNY GeForce RTX 2060 12GB REVEL Dual Fan Video Card,1239,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/326036/image_256?ts=1673325378,https://www.pcbyte.com.my/p/pny-geforce-rtx-2060-12gb-revel-dual-fan-video-card-326036
226,PNY GeForce RTX 3060 Ti 8GB XLR8 Gaming REVEL EPIC-X RGB Dual Fan Edition LHR VCG3060T8LDFXPPB,1799,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/341199/image_256?ts=1673325378,https://www.pcbyte.com.my/p/pny-geforce-rtx-3060-ti-8gb-xlr8-gaming-revel-epic-x-rgb-dual-fan-edition-lhr-vcg3060t8ldfxppb-341199
227,PNY XLR8 8GB DDR4 3200Mhz Desktop Memory MD8GD4320016XR,112,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/237278/image_256?ts=1675933805,https://www.pcbyte.com.my/p/pny-xlr8-8gb-ddr4-3200mhz-desktop-memory-md8gd4320016xr-237278
228,PNY XLR8 Gaming EPIC-X 8GB DDR4 3600MHz RGB RAM - White MD8GD4360016XRGBW,140,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/276003/image_256?ts=1691371102,https://www.pcbyte.com.my/p/pny-xlr8-gaming-epic-x-8gb-ddr4-3600mhz-rgb-ram-white-md8gd4360016xrgbw-276003
229,PNY XLR8 Gaming EPIC-X 8GB DDR4 3600MHz RGB RAM MD8GD4360016XRGB,140,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/219247/image_256?ts=1675395506,https://www.pcbyte.com.my/p/pny-xlr8-gaming-epic-x-8gb-ddr4-3600mhz-rgb-ram-md8gd4360016xrgb-219247
230,Palit GeForce RTX 3050 Dual 8GB GDDR6 Graphics Card NE63050019P1-190AD,1599,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/328748/image_256?ts=1673325650,https://www.pcbyte.com.my/p/palit-geforce-rtx-3050-dual-8gb-gddr6-graphics-card-ne63050019p1-190ad-328748
231,Palit GeForce RTX 3050 Dual OC 8GB GDDR6 Graphics Card NE63050T19P1-190AD,1699,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/328747/image_256?ts=1673325650,https://www.pcbyte.com.my/p/palit-geforce-rtx-3050-dual-oc-8gb-gddr6-graphics-card-ne63050t19p1-190ad-328747
232,Palit GeForce RTX 4070 Ti Gaming Pro 12GB GDDR6X Video Card NED407T019K9-1043A,3919,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/467189/image_256?ts=1673944275,https://www.pcbyte.com.my/p/palit-geforce-rtx-4070-ti-gaming-pro-12gb-gddr6x-video-card-ned407t019k9-1043a-467189
233,Patriot Signature Premium 8GB DDR4 3200 MHz Desktop Memory RAM PSP48G320081H1,129,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/297517/image_256?ts=1691371102,https://www.pcbyte.com.my/p/patriot-signature-premium-8gb-ddr4-3200-mhz-desktop-memory-ram-psp48g320081h1-297517
234,Phanteks Eclipse P400A Tempered Glass ATX Mid Tower Computer Case- digital white PH-EC400ATG_DWT,295,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22402/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-eclipse-p400a-tempered-glass-atx-mid-tower-computer-case-digital-white-ph-ec400atg-dwt-22402
235,Phanteks Eclipse P500 Air ATX Case TG DRGB - Glacier White PH-EC500ATG_DWT01,535,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/254493/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-eclipse-p500-air-atx-case-tg-drgb-glacier-white-ph-ec500atg-dwt01-254493
236,"Phanteks Eclipse P500 Air ATX Case TG, Satin Black PH-EC500ATG_BK01",409,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/227980/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-eclipse-p500-air-atx-case-tg-satin-black-ph-ec500atg-bk01-227980
237,Phanteks Eclipse P600S Silent ATX Casing - Anthracite Gray PH-EC600PSTG_AG,618,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/227686/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-eclipse-p600s-silent-atx-casing-anthracite-gray-ph-ec600pstg-ag-227686
238,"Phanteks Evolv Shift 2 iTX Case TG Windows, Anthracite Gray PH-ES217E_AG02",339,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/227979/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-evolv-shift-2-itx-case-tg-windows-anthracite-gray-ph-es217e-ag02-227979
239,"Phanteks Evolv Shift 2 iTX Case TG Windows, DRGB, Black PH-ES217E_BK02",339,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/228011/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-evolv-shift-2-itx-case-tg-windows-drgb-black-ph-es217e-bk02-228011
240,Phanteks Glacier One 280MP D-RGB AIO Liquid CPU Cooler PH-GO280MP_DBK01,538,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/227972/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-glacier-one-280mp-d-rgb-aio-liquid-cpu-cooler-ph-go280mp-dbk01-227972
241,Phanteks SFX REVOLT 650w 80+ Gold Power Supply,389,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/431549/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-sfx-revolt-650w-80-gold-power-supply-431549
242,Phanteks SFX REVOLT 750w 80+ Gold Power Supply,409,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/431550/image_256?ts=1673325650,https://www.pcbyte.com.my/p/phanteks-sfx-revolt-750w-80-gold-power-supply-431550
243,Razer Tomahawk Mini ITX Case RC21-01400100-R3M1,859,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/61994/image_256?ts=1673329193,https://www.pcbyte.com.my/p/razer-tomahawk-mini-itx-case-rc21-01400100-r3m1-61994
244,SSUPD Meshlicious Full Mesh ITX Casing With PCIe 4.0 Riser - White SSU-MESHLI-WT-FM-PCIE4-14,649,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/318154/image_256?ts=1673331077,https://www.pcbyte.com.my/p/ssupd-meshlicious-full-mesh-itx-casing-with-pcie-4-0-riser-white-ssu-meshli-wt-fm-pcie4-14-318154
245,Sapphire AMD Radeon RX 6800 NITRO+ 16GB Video Card 11305-01-20G,3499,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/152047/image_256?ts=1678693803,https://www.pcbyte.com.my/p/sapphire-amd-radeon-rx-6800-nitro-16gb-video-card-11305-01-20g-152047
246,Scythe Shuriken 2 Low Profile CPU Cooler,135,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/313226/image_256?ts=1673481940,https://www.pcbyte.com.my/p/scythe-shuriken-2-low-profile-cpu-cooler-313226
247,Super Flower 650W Legion GX Pro Gold Semi Modular Power Supply SF-650P14XE,313,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/152802/image_256?ts=1673482221,https://www.pcbyte.com.my/p/super-flower-650w-legion-gx-pro-gold-semi-modular-power-supply-sf-650p14xe-152802
248,TECWARE FORGE M TG Stealth Black Edition mATX Casing FORGEM-BK Computer case,165,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/22111/image_256?ts=1673482396,https://www.pcbyte.com.my/p/tecware-forge-m-tg-stealth-black-edition-matx-casing-forgem-bk-computer-case-22111
249,TECWARE NEXUS AIR TG BLACK ATX GAMING CASE,144,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/60448/image_256?ts=1685664147,https://www.pcbyte.com.my/p/tecware-nexus-air-tg-black-atx-gaming-case-60448
250,Tecware Flatline TG MATX Case - Black,136,OUT OF STOCK,https://d2kz9lt0wzv9b2.cloudfront.net/web/image/product.template/432289/image_256?ts=1673484460,https://www.pcbyte.com.my/p/tecware-flatline-tg-matx-case-black-432289
